SAGE_TMP_ROOT = /home/n10186841/.sage/temp/cl5n017
Starting sage-cleaner with PID 66593
Checking PIDs []
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
Checking PIDs [66604]
SAGE_TMP_ROOT = /home/n10186841/.sage/temp/cl5n017
sage-cleaner is already running with PID 66593, exiting
SAGE_TMP_ROOT = /home/n10186841/.sage/temp/cl5n017
sage-cleaner is already running with PID 66593, exiting
SAGE_TMP_ROOT = /home/n10186841/.sage/temp/cl5n017
sage-cleaner is already running with PID 66593, exiting
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
Checking PIDs [66604, 68073, 68074, 68099]
