SAGE_TMP_ROOT = /home/n10186841/.sage/temp/cl4n044
Starting sage-cleaner with PID 71848
Checking PIDs []
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
Checking PIDs [71874]
