SAGE_TMP_ROOT = /home/n10186841/.sage/temp/cl4n047
Starting sage-cleaner with PID 17037
Checking PIDs []
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
Checking PIDs [17048]
